,variance,k,run
0,0.0001384409954951878,100.0,0.0
1,0.00012240102796644083,100.0,1.0
2,0.0001498974924181728,100.0,2.0
3,0.00013260429595545156,100.0,3.0
4,0.00014210375223747221,100.0,4.0
5,0.0001366755035123249,100.0,5.0
6,0.0001401911195913428,100.0,6.0
7,0.00012384693206683148,100.0,7.0
8,0.00012417582593136586,100.0,8.0
9,0.00012094964883610474,100.0,9.0
10,0.0001490588634351548,100.0,10.0
11,0.00012592223482276908,100.0,11.0
12,0.0001078045949246194,100.0,12.0
13,0.00013142028148085226,100.0,13.0
14,0.0001341077693668605,100.0,14.0
15,0.00013562490788922416,100.0,15.0
16,0.00011039870167317218,100.0,16.0
17,0.000125400279654572,100.0,17.0
18,0.00012781609762442872,100.0,18.0
19,0.00014690054866684182,100.0,19.0
20,0.00013774541390413275,100.0,20.0
21,0.00011703042697427328,100.0,21.0
22,0.0001296966713181675,100.0,22.0
23,0.00012614333095860804,100.0,23.0
24,0.00011497810880405845,100.0,24.0
25,0.00013120537464587814,100.0,25.0
26,0.00012494535794185124,100.0,26.0
27,0.00011212830291729127,100.0,27.0
28,0.00011800650502379059,100.0,28.0
29,0.00011761337558990908,100.0,29.0
30,0.0006769142811776235,10.0,0.0
31,0.0010979505678399332,10.0,1.0
32,0.0006403044878445784,10.0,2.0
33,0.0008678682586446952,10.0,3.0
34,0.0009602160159530991,10.0,4.0
35,0.0008738957751824489,10.0,5.0
36,0.0008261192859352971,10.0,6.0
37,0.0006419830843566758,10.0,7.0
38,0.0012679633182173216,10.0,8.0
39,0.0008623922808777163,10.0,9.0
40,0.0007581254353701368,10.0,10.0
41,0.0008211093716188625,10.0,11.0
42,0.0006644642654411072,10.0,12.0
43,0.0012216744205276163,10.0,13.0
44,0.000686950100701237,10.0,14.0
45,0.0007737408027749387,10.0,15.0
46,0.001039063399996805,10.0,16.0
47,0.0008565412843995854,10.0,17.0
48,0.0007419953082775697,10.0,18.0
49,0.0007748291024035757,10.0,19.0
50,0.0009449753900204597,10.0,20.0
51,0.0011007026989622787,10.0,21.0
52,0.0008442812716406643,10.0,22.0
53,0.0004408548750492652,10.0,23.0
54,0.0008087956233137269,10.0,24.0
55,0.0016037598032963573,10.0,25.0
56,0.0009939021254599576,10.0,26.0
57,0.0007714475613354477,10.0,27.0
58,0.0012765224206435473,10.0,28.0
59,0.0005249476051859065,10.0,29.0
60,0.007761909520482265,1.0,0.0
61,0.009099766745079452,1.0,1.0
62,0.009928871611916051,1.0,2.0
63,0.00672528897830181,1.0,3.0
64,0.016464293092957435,1.0,4.0
65,0.007845522055907462,1.0,5.0
66,0.008507332547808746,1.0,6.0
67,0.013235004545500521,1.0,7.0
68,0.005179343338389251,1.0,8.0
69,0.007768759148050106,1.0,9.0
70,0.006294172018553957,1.0,10.0
71,0.010498659328779384,1.0,11.0
72,0.011728435945806547,1.0,12.0
73,0.012677273032463512,1.0,13.0
74,0.006170699235854373,1.0,14.0
75,0.01834086432816096,1.0,15.0
76,0.009960010218677146,1.0,16.0
77,0.006919915157850149,1.0,17.0
78,0.01452454395243836,1.0,18.0
79,0.014831826258422099,1.0,19.0
80,0.007618919870681067,1.0,20.0
81,0.013079328105765127,1.0,21.0
82,0.010053045711503268,1.0,22.0
83,0.012958856210777952,1.0,23.0
84,0.00761064496112956,1.0,24.0
85,0.007825914639449155,1.0,25.0
86,0.011920131784188708,1.0,26.0
87,0.012549252350238523,1.0,27.0
88,0.008707230172105949,1.0,28.0
89,0.002280227641174136,1.0,29.0
90,0.06862568011435849,0.1,0.0
91,0.08194352040554359,0.1,1.0
92,0.06398720018225174,0.1,2.0
93,0.030567318098641785,0.1,3.0
94,0.02515733545693101,0.1,4.0
95,0.1155924573685762,0.1,5.0
96,0.05899325044027994,0.1,6.0
97,0.08436503856950156,0.1,7.0
98,0.09311964369038274,0.1,8.0
99,0.12147406582329688,0.1,9.0
100,0.0586079386509959,0.1,10.0
101,0.005082305795271193,0.1,11.0
102,0.06133801692303224,0.1,12.0
103,0.02300917620458547,0.1,13.0
104,0.02784562335357102,0.1,14.0
105,0.050480017151725766,0.1,15.0
106,0.04448629421757267,0.1,16.0
107,0.02938521553763164,0.1,17.0
108,0.09270661061110844,0.1,18.0
109,0.05565577564712056,0.1,19.0
110,0.09598839339141567,0.1,20.0
111,0.04260240623991053,0.1,21.0
112,0.04265826368528878,0.1,22.0
113,0.024849604102713398,0.1,23.0
114,0.0406868764055122,0.1,24.0
115,0.04889955950335319,0.1,25.0
116,0.03273636436078307,0.1,26.0
117,0.05354780618419186,0.1,27.0
118,0.034765431273472876,0.1,28.0
119,0.037518827565560194,0.1,29.0
120,0.04791085005386187,0.01,0.0
121,0.058116649969691576,0.01,1.0
122,0.14738177295633134,0.01,2.0
123,0.028748978720880513,0.01,3.0
124,0.013175906422889665,0.01,4.0
125,0.05632066832035895,0.01,5.0
126,0.09279146662119479,0.01,6.0
127,0.06263848065057213,0.01,7.0
128,0.042811471438538695,0.01,8.0
129,0.048097483450229066,0.01,9.0
130,0.024956487369934315,0.01,10.0
131,0.1254744100290017,0.01,11.0
132,0.02277574501560026,0.01,12.0
133,0.09314099043078505,0.01,13.0
134,0.08517117874203087,0.01,14.0
135,0.17996762646331443,0.01,15.0
136,0.09910369728456939,0.01,16.0
137,0.00983381701352016,0.01,17.0
138,0.11249179578387532,0.01,18.0
139,0.041050032530011486,0.01,19.0
140,0.04298335544347578,0.01,20.0
141,0.05881096430017527,0.01,21.0
142,0.023215664641856534,0.01,22.0
143,0.1508760889363622,0.01,23.0
144,0.12874540880552807,0.01,24.0
145,0.14187203655942396,0.01,25.0
146,0.05805014024033014,0.01,26.0
147,0.12673623602551506,0.01,27.0
148,0.03879745634701052,0.01,28.0
149,0.049237364879542674,0.01,29.0
150,0.0,0.0,0.0
151,0.0,0.0,0.0
152,0.0,0.0,0.0
153,0.0,0.0,0.0
154,0.0,0.0,0.0
155,0.0,0.0,0.0
156,0.0,0.0,0.0
157,0.0,0.0,0.0
158,0.0,0.0,0.0
159,0.0,0.0,0.0
160,0.0,0.0,0.0
161,0.0,0.0,0.0
162,0.0,0.0,0.0
163,0.0,0.0,0.0
164,0.0,0.0,0.0
165,0.0,0.0,0.0
166,0.0,0.0,0.0
167,0.0,0.0,0.0
168,0.0,0.0,0.0
169,0.0,0.0,0.0
170,0.0,0.0,0.0
171,0.0,0.0,0.0
172,0.0,0.0,0.0
173,0.0,0.0,0.0
174,0.0,0.0,0.0
175,0.0,0.0,0.0
176,0.0,0.0,0.0
177,0.0,0.0,0.0
178,0.0,0.0,0.0
179,0.0,0.0,0.0
180,0.0,0.0,0.0
181,0.0,0.0,0.0
182,0.0,0.0,0.0
183,0.0,0.0,0.0
184,0.0,0.0,0.0
185,0.0,0.0,0.0
186,0.0,0.0,0.0
187,0.0,0.0,0.0
188,0.0,0.0,0.0
189,0.0,0.0,0.0
190,0.0,0.0,0.0
191,0.0,0.0,0.0
192,0.0,0.0,0.0
193,0.0,0.0,0.0
194,0.0,0.0,0.0
195,0.0,0.0,0.0
196,0.0,0.0,0.0
197,0.0,0.0,0.0
198,0.0,0.0,0.0
199,0.0,0.0,0.0
200,0.0,0.0,0.0
201,0.0,0.0,0.0
202,0.0,0.0,0.0
203,0.0,0.0,0.0
204,0.0,0.0,0.0
205,0.0,0.0,0.0
206,0.0,0.0,0.0
207,0.0,0.0,0.0
208,0.0,0.0,0.0
209,0.0,0.0,0.0
210,0.0,0.0,0.0
211,0.0,0.0,0.0
212,0.0,0.0,0.0
213,0.0,0.0,0.0
214,0.0,0.0,0.0
215,0.0,0.0,0.0
216,0.0,0.0,0.0
217,0.0,0.0,0.0
218,0.0,0.0,0.0
219,0.0,0.0,0.0
220,0.0,0.0,0.0
221,0.0,0.0,0.0
222,0.0,0.0,0.0
223,0.0,0.0,0.0
224,0.0,0.0,0.0
225,0.0,0.0,0.0
226,0.0,0.0,0.0
227,0.0,0.0,0.0
228,0.0,0.0,0.0
229,0.0,0.0,0.0
230,0.0,0.0,0.0
231,0.0,0.0,0.0
232,0.0,0.0,0.0
233,0.0,0.0,0.0
234,0.0,0.0,0.0
235,0.0,0.0,0.0
236,0.0,0.0,0.0
237,0.0,0.0,0.0
238,0.0,0.0,0.0
239,0.0,0.0,0.0
240,0.0,0.0,0.0
241,0.0,0.0,0.0
242,0.0,0.0,0.0
243,0.0,0.0,0.0
244,0.0,0.0,0.0
245,0.0,0.0,0.0
246,0.0,0.0,0.0
247,0.0,0.0,0.0
248,0.0,0.0,0.0
249,0.0,0.0,0.0
250,0.0,0.0,0.0
251,0.0,0.0,0.0
252,0.0,0.0,0.0
253,0.0,0.0,0.0
254,0.0,0.0,0.0
255,0.0,0.0,0.0
256,0.0,0.0,0.0
257,0.0,0.0,0.0
258,0.0,0.0,0.0
259,0.0,0.0,0.0
260,0.0,0.0,0.0
261,0.0,0.0,0.0
262,0.0,0.0,0.0
263,0.0,0.0,0.0
264,0.0,0.0,0.0
265,0.0,0.0,0.0
266,0.0,0.0,0.0
267,0.0,0.0,0.0
268,0.0,0.0,0.0
269,0.0,0.0,0.0
270,0.0,0.0,0.0
271,0.0,0.0,0.0
272,0.0,0.0,0.0
273,0.0,0.0,0.0
274,0.0,0.0,0.0
275,0.0,0.0,0.0
276,0.0,0.0,0.0
277,0.0,0.0,0.0
278,0.0,0.0,0.0
279,0.0,0.0,0.0
280,0.0,0.0,0.0
281,0.0,0.0,0.0
282,0.0,0.0,0.0
283,0.0,0.0,0.0
284,0.0,0.0,0.0
285,0.0,0.0,0.0
286,0.0,0.0,0.0
287,0.0,0.0,0.0
288,0.0,0.0,0.0
289,0.0,0.0,0.0
290,0.0,0.0,0.0
291,0.0,0.0,0.0
292,0.0,0.0,0.0
293,0.0,0.0,0.0
294,0.0,0.0,0.0
295,0.0,0.0,0.0
296,0.0,0.0,0.0
297,0.0,0.0,0.0
298,0.0,0.0,0.0
299,0.0,0.0,0.0
300,0.0,0.0,0.0
301,0.0,0.0,0.0
302,0.0,0.0,0.0
303,0.0,0.0,0.0
304,0.0,0.0,0.0
305,0.0,0.0,0.0
306,0.0,0.0,0.0
307,0.0,0.0,0.0
308,0.0,0.0,0.0
309,0.0,0.0,0.0
310,0.0,0.0,0.0
311,0.0,0.0,0.0
312,0.0,0.0,0.0
313,0.0,0.0,0.0
314,0.0,0.0,0.0
315,0.0,0.0,0.0
316,0.0,0.0,0.0
317,0.0,0.0,0.0
318,0.0,0.0,0.0
319,0.0,0.0,0.0
320,0.0,0.0,0.0
321,0.0,0.0,0.0
322,0.0,0.0,0.0
323,0.0,0.0,0.0
324,0.0,0.0,0.0
325,0.0,0.0,0.0
326,0.0,0.0,0.0
327,0.0,0.0,0.0
328,0.0,0.0,0.0
329,0.0,0.0,0.0
330,0.0,0.0,0.0
331,0.0,0.0,0.0
332,0.0,0.0,0.0
333,0.0,0.0,0.0
334,0.0,0.0,0.0
335,0.0,0.0,0.0
336,0.0,0.0,0.0
337,0.0,0.0,0.0
338,0.0,0.0,0.0
339,0.0,0.0,0.0
340,0.0,0.0,0.0
341,0.0,0.0,0.0
342,0.0,0.0,0.0
343,0.0,0.0,0.0
344,0.0,0.0,0.0
345,0.0,0.0,0.0
346,0.0,0.0,0.0
347,0.0,0.0,0.0
348,0.0,0.0,0.0
349,0.0,0.0,0.0
350,0.0,0.0,0.0
351,0.0,0.0,0.0
352,0.0,0.0,0.0
353,0.0,0.0,0.0
354,0.0,0.0,0.0
355,0.0,0.0,0.0
356,0.0,0.0,0.0
357,0.0,0.0,0.0
358,0.0,0.0,0.0
359,0.0,0.0,0.0
360,0.0,0.0,0.0
361,0.0,0.0,0.0
362,0.0,0.0,0.0
363,0.0,0.0,0.0
364,0.0,0.0,0.0
365,0.0,0.0,0.0
366,0.0,0.0,0.0
367,0.0,0.0,0.0
368,0.0,0.0,0.0
369,0.0,0.0,0.0
370,0.0,0.0,0.0
371,0.0,0.0,0.0
372,0.0,0.0,0.0
373,0.0,0.0,0.0
374,0.0,0.0,0.0
375,0.0,0.0,0.0
376,0.0,0.0,0.0
377,0.0,0.0,0.0
378,0.0,0.0,0.0
379,0.0,0.0,0.0
380,0.0,0.0,0.0
381,0.0,0.0,0.0
382,0.0,0.0,0.0
383,0.0,0.0,0.0
384,0.0,0.0,0.0
385,0.0,0.0,0.0
386,0.0,0.0,0.0
387,0.0,0.0,0.0
388,0.0,0.0,0.0
389,0.0,0.0,0.0
390,0.0,0.0,0.0
391,0.0,0.0,0.0
392,0.0,0.0,0.0
393,0.0,0.0,0.0
394,0.0,0.0,0.0
395,0.0,0.0,0.0
396,0.0,0.0,0.0
397,0.0,0.0,0.0
398,0.0,0.0,0.0
399,0.0,0.0,0.0
400,0.0,0.0,0.0
401,0.0,0.0,0.0
402,0.0,0.0,0.0
403,0.0,0.0,0.0
404,0.0,0.0,0.0
405,0.0,0.0,0.0
406,0.0,0.0,0.0
407,0.0,0.0,0.0
408,0.0,0.0,0.0
409,0.0,0.0,0.0
410,0.0,0.0,0.0
411,0.0,0.0,0.0
412,0.0,0.0,0.0
413,0.0,0.0,0.0
414,0.0,0.0,0.0
415,0.0,0.0,0.0
416,0.0,0.0,0.0
417,0.0,0.0,0.0
418,0.0,0.0,0.0
419,0.0,0.0,0.0
420,0.0,0.0,0.0
421,0.0,0.0,0.0
422,0.0,0.0,0.0
423,0.0,0.0,0.0
424,0.0,0.0,0.0
425,0.0,0.0,0.0
426,0.0,0.0,0.0
427,0.0,0.0,0.0
428,0.0,0.0,0.0
429,0.0,0.0,0.0
430,0.0,0.0,0.0
431,0.0,0.0,0.0
432,0.0,0.0,0.0
433,0.0,0.0,0.0
434,0.0,0.0,0.0
435,0.0,0.0,0.0
436,0.0,0.0,0.0
437,0.0,0.0,0.0
438,0.0,0.0,0.0
439,0.0,0.0,0.0
440,0.0,0.0,0.0
441,0.0,0.0,0.0
442,0.0,0.0,0.0
443,0.0,0.0,0.0
444,0.0,0.0,0.0
445,0.0,0.0,0.0
446,0.0,0.0,0.0
447,0.0,0.0,0.0
448,0.0,0.0,0.0
449,0.0,0.0,0.0
450,0.0,0.0,0.0
451,0.0,0.0,0.0
452,0.0,0.0,0.0
453,0.0,0.0,0.0
454,0.0,0.0,0.0
455,0.0,0.0,0.0
456,0.0,0.0,0.0
457,0.0,0.0,0.0
458,0.0,0.0,0.0
459,0.0,0.0,0.0
460,0.0,0.0,0.0
461,0.0,0.0,0.0
462,0.0,0.0,0.0
463,0.0,0.0,0.0
464,0.0,0.0,0.0
465,0.0,0.0,0.0
466,0.0,0.0,0.0
467,0.0,0.0,0.0
468,0.0,0.0,0.0
469,0.0,0.0,0.0
470,0.0,0.0,0.0
471,0.0,0.0,0.0
472,0.0,0.0,0.0
473,0.0,0.0,0.0
474,0.0,0.0,0.0
475,0.0,0.0,0.0
476,0.0,0.0,0.0
477,0.0,0.0,0.0
478,0.0,0.0,0.0
479,0.0,0.0,0.0
480,0.0,0.0,0.0
481,0.0,0.0,0.0
482,0.0,0.0,0.0
483,0.0,0.0,0.0
484,0.0,0.0,0.0
485,0.0,0.0,0.0
486,0.0,0.0,0.0
487,0.0,0.0,0.0
488,0.0,0.0,0.0
489,0.0,0.0,0.0
490,0.0,0.0,0.0
491,0.0,0.0,0.0
492,0.0,0.0,0.0
493,0.0,0.0,0.0
494,0.0,0.0,0.0
495,0.0,0.0,0.0
496,0.0,0.0,0.0
497,0.0,0.0,0.0
498,0.0,0.0,0.0
499,0.0,0.0,0.0
